 Level,Time_Spent,Distance_Covered,Kills,Coins,Actions_Performed,Jumps_Performed
1,7,8,0,0,214,0
2,50,95,0,12,300,7
2,20,94,0,18,300,11
2,40,86,0,18,300,10
2,10,18,0,0,299,2
2,60,96,0,14,300,7
2,61,13,0,3,37,2
2,30,97,0,20,300,9
3,6,27,0,5,188,3
4,20,87,1,14,300,14
4,40,84,1,23,300,9
4,10,62,0,14,299,8
4,44,35,1,10,126,2
4,30,92,0,19,300,9
5,10,71,0,13,299,7
5,11,9,0,3,33,1
6,3,15,0,0,104,1
