 Level,Time_Spent,Distance_Covered,Kills,Coins,Actions_Performed,Jumps_Performed
1,7,40,0,1,212,3
2,5,35,1,13,158,4
3,7,59,0,12,217,8
4,8,38,0,6,254,5
5,50,82,0,28,300,14
5,20,77,1,18,300,11
5,40,88,1,39,300,14
5,10,70,0,17,299,12
5,60,84,1,15,300,10
5,30,84,0,21,300,12
5,63,14,0,2,92,3
6,8,28,0,6,263,2
