 Level,Time_Spent,Distance_Covered,Kills,Coins,Actions_Performed,Jumps_Performed
1,10,30,1,8,299,6
1,11,1,2,0,32,0
2,65,50,0,26,167,9
2,50,90,0,49,300,15
2,20,66,0,19,300,14
2,40,84,0,28,300,13
2,10,30,0,8,299,10
2,60,92,0,25,300,15
2,30,87,0,22,300,10
3,8,48,0,3,248,7
4,8,72,2,21,256,7
5,5,41,1,7,176,6
6,10,81,1,21,299,10
6,12,11,0,6,88,3
1,7,53,0,26,217,9
2,5,38,1,10,155,4
3,10,72,2,20,299,10
3,11,15,0,3,58,0
4,7,49,1,8,214,8
5,7,56,0,17,235,8
6,10,-3,0,1,11,0
