 Level,Time_Spent,Distance_Covered,Kills,Coins,Actions_Performed,Jumps_Performed
1,9,39,0,6,280,3
2,50,89,0,18,300,13
2,20,90,0,14,300,9
2,40,93,0,38,300,13
2,56,54,0,19,184,9
2,10,80,0,20,299,10
2,30,93,0,30,300,12
3,4,24,0,5,128,2
4,20,77,0,15,300,12
4,10,68,0,24,299,7
4,26,50,0,13,187,7
5,10,39,0,11,299,5
5,11,18,0,1,58,1
6,20,81,0,16,300,11
6,10,93,0,17,299,10
6,27,56,0,21,225,10
