 Level,Time_Spent,Distance_Covered,Kills,Coins,Actions_Performed,Jumps_Performed
1,6,17,0,0,200,2
2,50,87,0,10,300,9
2,20,91,0,14,300,6
2,40,90,0,2,300,7
2,10,49,0,0,299,3
2,59,94,0,7,284,7
2,30,88,0,8,300,8
3,19,60,0,10,288,8
3,10,13,0,0,299,1
4,50,87,0,14,300,9
4,20,91,0,7,300,5
4,55,46,0,0,157,3
4,40,93,0,15,300,7
4,10,79,0,6,299,7
4,30,103,0,5,300,7
5,10,59,1,6,299,5
5,13,27,0,6,107,3
6,7,58,2,14,235,6
