 Level,Time_Spent,Distance_Covered,Kills,Coins,Actions_Performed,Jumps_Performed
1,9,51,0,2,288,7
2,10,0,1,0,29,0
3,4,20,0,4,125,3
4,10,69,0,11,299,10
4,14,44,0,11,149,6
5,20,63,1,14,300,14
5,23,18,1,4,114,4
5,10,50,1,3,299,6
6,20,85,0,11,300,10
6,10,90,0,13,299,8
6,26,47,0,20,187,9
