0.4666666666666667,1.0,35.0,0.6304623484611511,3.0,-1.0,-1.0,1.0
0.43333333333333335,5.0,27.0,0.611079216003418,3.0,1.0,3.0,3.0
0.18333333333333332,0.0,14.0,0.23395903408527374,0.0,0.0,1.0,0.0
0.65,1.0,31.0,1.0,4.0,2.0,3.0,3.0
0.03333333333333333,0.0,2.0,0.036879763007164,0.0,-1.0,0.0,0.0
0.2,0.0,11.0,0.2830500900745392,0.0,0.0,1.0,0.0
0.6833333333333333,1.0,36.0,1.0,4.0,2.0,3.0,3.0
0.05,0.0,3.0,0.05949398875236511,0.0,-1.0,0.0,0.0
0.6666666666666666,1.0,25.0,1.0,4.0,2.0,3.0,3.0
0.06666666666666667,0.0,3.0,0.07872632890939713,0.0,-1.0,0.0,0.0
0.03333333333333333,0.0,1.0,0.04746994003653526,0.0,-1.0,0.0,0.0
0.65,1.0,29.0,1.0,4.0,2.0,3.0,3.0
0.06666666666666667,0.0,6.0,0.10358216613531113,2.0,0.0,-1.0,0.0
0.2,1.0,12.0,0.296953409910202,0.0,0.0,1.0,0.0
0.2,0.0,10.0,0.2997705936431885,0.0,0.0,1.0,0.0
0.26666666666666666,0.0,16.0,0.3661072254180908,0.0,0.0,1.0,0.0
0.6166666666666667,1.0,32.0,0.9172094464302063,1.0,2.0,3.0,3.0
0.03333333333333333,0.0,1.0,0.04145791754126549,0.0,-1.0,0.0,0.0
0.6166666666666667,1.0,29.0,1.0,4.0,2.0,3.0,3.0
0.06666666666666667,0.0,4.0,0.08130475878715515,0.0,-1.0,0.0,0.0
0.2,0.0,9.0,0.2999749481678009,0.0,0.0,1.0,0.0
0.65,2.0,32.0,1.0,4.0,2.0,3.0,3.0
0.016666666666666666,0.0,1.0,0.035242900252342224,2.0,1.0,2.0,0.0
0.03333333333333333,0.0,1.0,0.06376136094331741,3.0,1.0,3.0,2.0
0.016666666666666666,0.0,1.0,0.021417835727334023,0.0,-1.0,0.0,0.0
0.05,0.0,2.0,0.07795538008213043,2.0,0.0,1.0,0.0
0.03333333333333333,0.0,2.0,0.05783916264772415,2.0,1.0,2.0,0.0
0.03333333333333333,0.0,1.0,0.03143787756562233,0.0,-1.0,0.0,0.0
0.65,2.0,35.0,1.0,4.0,2.0,3.0,3.0
0.15,0.0,10.0,0.25037798285484314,3.0,1.0,3.0,2.0
0.016666666666666666,0.0,2.0,0.03611476346850395,3.0,1.0,3.0,2.0
0.2,2.0,13.0,0.3383278250694275,0.0,0.0,1.0,0.0
0.25,0.0,11.0,0.40618738532066345,1.0,1.0,1.0,1.0
0.13333333333333333,0.0,7.0,0.19841289520263672,0.0,-1.0,0.0,0.0
0.31666666666666665,0.0,15.0,0.4709799885749817,1.0,1.0,1.0,1.0
0.06666666666666667,0.0,4.0,0.09155811369419098,0.0,-1.0,0.0,0.0
0.65,1.0,32.0,1.0,4.0,2.0,3.0,3.0
0.016666666666666666,0.0,1.0,0.04191445931792259,3.0,1.0,3.0,2.0
0.06666666666666667,1.0,5.0,0.10206110030412674,2.0,0.0,1.0,0.0
0.1,0.0,5.0,0.15724816918373108,2.0,0.0,1.0,0.0
0.15,0.0,11.0,0.21781061589717865,0.0,-1.0,-2.0,0.0
0.5833333333333334,1.0,31.0,0.8971735835075378,1.0,2.0,3.0,3.0
0.4166666666666667,1.0,23.0,0.6346442699432373,3.0,1.0,3.0,1.0
0.08333333333333333,0.0,5.0,0.11517640203237534,0.0,-1.0,0.0,0.0
0.65,0.0,30.0,1.0,4.0,2.0,3.0,3.0
0.03333333333333333,0.0,2.0,0.04306821525096893,0.0,-1.0,0.0,0.0
0.06666666666666667,0.0,3.0,0.09356212615966797,0.0,-1.0,0.0,0.0
0.23333333333333334,1.0,12.0,0.34205910563468933,0.0,0.0,1.0,0.0
0.03333333333333333,0.0,2.0,0.033508386462926865,0.0,-1.0,0.0,0.0
0.18333333333333332,0.0,8.0,0.2759268581867218,0.0,0.0,1.0,0.0
0.16666666666666666,0.0,1.0,0.24386271834373474,0.0,0.0,1.0,0.0
0.6333333333333333,4.0,31.0,1.0,4.0,2.0,3.0,3.0
0.13333333333333333,3.0,11.0,0.21160048246383667,2.0,0.0,-1.0,2.0
0.36666666666666664,1.0,22.0,0.5493555068969727,1.0,1.0,1.0,1.0
0.3,1.0,18.0,0.4683116376399994,1.0,0.0,0.0,1.0
0.48333333333333334,2.0,26.0,0.7471234202384949,3.0,1.0,3.0,1.0
0.21666666666666667,3.0,13.0,0.3002487123012543,0.0,0.0,1.0,0.0
0.65,2.0,35.0,1.0,4.0,2.0,3.0,3.0
0.4,0.0,30.0,0.5589264035224915,-2.0,0.0,0.0,1.0
0.65,0.0,26.0,1.0,4.0,2.0,3.0,3.0
0.03333333333333333,0.0,1.0,0.050932224839925766,2.0,0.0,1.0,0.0
0.3333333333333333,0.0,8.0,0.5106310844421387,1.0,1.0,1.0,1.0
0.2,1.0,11.0,0.2977665960788727,0.0,0.0,1.0,0.0
0.65,0.0,30.0,1.0,4.0,2.0,3.0,3.0
0.13333333333333333,2.0,10.0,0.20959021151065826,2.0,0.0,-1.0,2.0
0.45,1.0,26.0,0.6774756908416748,3.0,1.0,3.0,1.0
0.2,1.0,15.0,0.29480043053627014,0.0,0.0,1.0,0.0
0.03333333333333333,0.0,1.0,0.04730693995952606,0.0,-1.0,0.0,0.0
0.6833333333333333,1.0,35.0,1.0,4.0,2.0,3.0,3.0
0.15,0.0,10.0,0.194196879863739,0.0,-1.0,0.0,0.0
0.65,0.0,30.0,1.0,4.0,2.0,3.0,3.0
0.11666666666666667,1.0,8.0,0.17372244596481323,0.0,-1.0,0.0,0.0
0.6333333333333333,1.0,29.0,1.0,4.0,2.0,3.0,3.0
0.36666666666666664,0.0,26.0,0.4943637251853943,-2.0,1.0,1.0,1.0
0.65,0.0,27.0,1.0,4.0,2.0,3.0,3.0
0.15,0.0,12.0,0.21369293332099915,0.0,-1.0,-2.0,0.0
0.6166666666666667,1.0,30.0,1.0,4.0,2.0,3.0,3.0
0.5666666666666667,4.0,38.0,0.9333282113075256,4.0,1.0,2.0,3.0
0.06666666666666667,0.0,4.0,0.12172790616750717,3.0,1.0,3.0,2.0
0.016666666666666666,0.0,1.0,0.04475676640868187,3.0,1.0,3.0,2.0
0.16666666666666666,0.0,1.0,0.2318386733531952,0.0,0.0,1.0,0.0
0.25,0.0,14.0,0.3668268918991089,0.0,0.0,1.0,0.0
0.5,0.0,18.0,0.7168086171150208,0.0,1.0,3.0,1.0
0.6,0.0,32.0,0.9056428670883179,1.0,2.0,3.0,3.0
0.05,0.0,4.0,0.0832708328962326,2.0,1.0,2.0,0.0
0.2833333333333333,3.0,17.0,0.36209920048713684,0.0,0.0,1.0,0.0
0.6666666666666666,0.0,28.0,1.0,4.0,2.0,3.0,3.0
0.08333333333333333,1.0,8.0,0.14156129956245422,3.0,1.0,1.0,2.0
0.03333333333333333,0.0,2.0,0.03590337559580803,0.0,-1.0,0.0,0.0
0.6333333333333333,0.0,32.0,1.0,4.0,2.0,3.0,3.0
0.55,3.0,36.0,0.8786783814430237,4.0,2.0,3.0,3.0
0.26666666666666666,0.0,19.0,0.42829886078834534,1.0,0.0,0.0,1.0
0.26666666666666666,2.0,17.0,0.3681112229824066,0.0,0.0,1.0,0.0
0.4666666666666667,1.0,25.0,0.6987725496292114,3.0,1.0,3.0,1.0
0.05,0.0,5.0,0.06447114795446396,0.0,-1.0,-2.0,0.0
0.6833333333333333,2.0,37.0,1.0,4.0,2.0,3.0,3.0
0.13333333333333333,0.0,7.0,0.18541724979877472,0.0,-1.0,0.0,0.0
0.65,2.0,38.0,1.0,4.0,1.0,2.0,3.0
